interview_id,role,model,num_samples,ca_score,ca_confidence,ca_std,exp_score,exp_confidence,exp_std,ps_score,ps_confidence,ps_std,rel_score,rel_confidence,rel_std,prof_score,prof_confidence,prof_std,comm_score,comm_confidence,comm_std,overall_weighted_score,avg_latency_ms,total_cost,avg_cost_per_sample
field_technician_002,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.45175395145262565,6.0,high,0.6998542122237652,4.0,high,0.7284313590846836,6.0,high,0.3499271061118826,8.0,high,0.0,4.95,1261.2486226218086,0.0,0.0
field_technician_003,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,6.0,high,0.4948716593053935,4.0,high,0.0,6.0,high,0.4948716593053935,7.0,high,0.4948716593053935,8.0,high,0.0,5.15,1194.8716640472412,0.0,0.0
field_technician_004,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.4948716593053935,4.0,high,0.49487165930539345,4.0,high,0.0,5.0,high,0.6388765649999399,6.0,high,0.9035079029052512,4.5,1335.251978465489,0.0,0.0
field_technician_005,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,4.0,high,0.4517539514526256,3.0,high,0.4517539514526256,6.0,high,0.0,8.0,high,0.4948716593053935,4.6,1277.6239258902413,0.0,0.0
field_technician_006,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,4.0,high,0.0,5.0,high,0.3499271061118826,6.0,high,0.0,6.0,high,0.9035079029052512,4.6,1340.4787267957415,0.0,0.0
field_technician_007,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.4948716593053935,8.0,high,0.0,9.0,high,0.0,7.65,1257.8831400190081,0.0,0.0
field_technician_008,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.0,3.0,high,0.0,2.0,high,0.6998542122237653,4.0,high,0.0,6.0,high,0.0,3.85,1330.9730802263532,0.0,0.0
field_technician_009,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1375.1883847372872,0.0,0.0
field_technician_010,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1330.6586742401123,0.0,0.0
field_technician_011,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.34992710611188255,7.0,high,0.0,8.0,high,0.34992710611188255,9.0,high,0.0,7.65,1244.8111261640277,0.0,0.0
field_technician_012,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.4517539514526256,8.0,high,0.4517539514526256,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1271.5012345995221,0.0,0.0
field_technician_013,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,6.0,high,0.0,4.0,high,0.0,3.0,high,0.7559289460184544,6.0,high,0.4517539514526256,8.0,high,0.0,4.95,1326.9716330936976,0.0,0.0
field_technician_014,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1432.7420847756523,0.0,0.0
field_technician_015,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.4517539514526256,3.0,high,0.4517539514526256,4.0,high,0.4517539514526256,6.0,high,0.3499271061118826,8.0,high,0.0,4.5,1242.1532358442034,0.0,0.0
field_technician_016,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.4517539514526256,3.0,high,0.49487165930539345,4.0,high,0.0,5.0,high,0.4517539514526256,6.0,medium,1.3997084244475304,4.0,1177.9211929866246,0.0,0.0
field_technician_017,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.0,3.0,high,0.0,4.0,high,0.45175395145262565,5.0,high,0.45175395145262565,6.0,high,0.9035079029052513,4.0,1203.737701688494,0.0,0.0
field_technician_018,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1266.3274151938301,0.0,0.0
field_technician_019,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.0,3.0,high,0.45175395145262565,4.0,high,0.3499271061118826,4.0,high,0.7284313590846836,6.0,high,1.0690449676496976,3.95,1276.4474664415632,0.0,0.0
field_technician_020,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.25,1327.5223800114222,0.0,0.0
field_technician_021,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.3499271061118825,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1416.6891915457588,0.0,0.0
field_technician_022,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,3.0,high,0.3499271061118826,4.0,high,0.0,6.0,high,0.45175395145262565,8.0,high,0.9035079029052512,4.5,1166.628701346261,0.0,0.0
field_technician_023,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.45175395145262565,8.0,high,0.45175395145262565,7.0,high,0.45175395145262565,8.0,high,0.45175395145262565,9.0,high,0.0,7.65,1316.8600967952184,0.0,0.0
field_technician_024,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1319.9313708714076,0.0,0.0
field_technician_025,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,4.0,medium,0.9897433186107869,4.0,high,0.0,6.0,high,0.3499271061118826,8.0,medium,0.989743318610787,4.65,1224.3452412741524,0.0,0.0
field_technician_026,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,4.0,high,0.9035079029052512,4.0,high,0.3499271061118826,6.0,high,0.0,6.0,high,0.9035079029052512,4.55,1257.4824265071325,0.0,0.0
field_technician_027,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1346.7783587319511,0.0,0.0
field_technician_028,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1258.5127013070244,0.0,0.0
field_technician_029,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,6.0,high,0.4517539514526256,8.0,high,0.6998542122237653,4.65,1255.2289962768555,0.0,0.0
field_technician_030,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,6.0,high,0.3499271061118826,8.0,high,0.0,9.0,high,0.0,7.6,1217.6004137311663,0.0,0.0
field_technician_031,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.3499271061118825,7.0,high,0.3499271061118826,8.0,high,0.3499271061118825,9.0,high,0.0,7.65,1483.3863462720599,0.0,0.0
field_technician_032,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.45175395145262565,8.0,high,0.4517539514526256,7.0,high,0.45175395145262565,8.0,high,0.4517539514526256,9.0,high,0.0,7.65,1332.7269213540214,0.0,0.0
field_technician_033,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.49487165930539345,6.0,high,0.0,7.0,medium,0.9258200997725514,4.6,1222.1943650926862,0.0,0.0
field_technician_034,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1286.8071964808873,0.0,0.0
field_technician_035,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1223.1869356972832,0.0,0.0
field_technician_036,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.4517539514526256,9.0,high,0.4517539514526256,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.15,1202.8332097189766,0.0,0.0
field_technician_037,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,6.0,high,0.9035079029052512,4.0,high,0.0,6.0,high,0.3499271061118826,8.0,medium,0.880630571852711,4.95,1245.6975323813301,0.0,0.0
field_technician_038,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,6.0,high,0.0,6.0,high,0.0,4.55,1185.7374736240931,0.0,0.0
field_technician_039,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,3.0,high,0.3499271061118826,4.0,high,0.0,6.0,high,0.0,8.0,high,0.6998542122237652,4.5,1195.392199925014,0.0,0.0
field_technician_040,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,4.0,high,0.45175395145262565,4.0,high,0.0,6.0,high,0.0,6.0,medium,0.989743318610787,4.55,1196.9610622950963,0.0,0.0
field_technician_041,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.0,6.0,high,0.4948716593053935,5.0,high,0.4948716593053935,6.0,high,0.3499271061118826,8.0,medium,0.989743318610787,4.65,1253.0335017613002,0.0,0.0
field_technician_042,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,4.0,high,0.0,4.0,high,0.0,5.0,high,0.4948716593053935,6.0,high,0.0,4.5,1147.0097133091517,0.0,0.0
field_technician_043,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1234.579392841884,0.0,0.0
field_technician_044,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,3.0,high,0.34992710611188266,5.0,high,0.4948716593053935,6.0,high,0.0,8.0,high,0.0,4.55,1147.184031350272,0.0,0.0
field_technician_045,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.3499271061118826,6.0,medium,1.1952286093343936,4.0,high,0.0,6.0,high,0.6998542122237652,8.0,high,0.6998542122237652,4.95,1234.2195851462227,0.0,0.0
field_technician_046,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1449.2921829223633,0.0,0.0
field_technician_047,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1314.7074154445104,0.0,0.0
field_technician_048,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1261.8844849722725,0.0,0.0
field_technician_049,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.4948716593053935,4.0,high,0.0,4.0,high,0.7284313590846835,6.0,high,0.3499271061118826,8.0,high,0.0,4.65,1141.6394369942802,0.0,0.0
field_technician_050,Field Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,5.0,high,0.0,4.0,medium,0.9897433186107869,4.0,high,0.3499271061118826,6.0,high,0.0,6.0,high,0.4517539514526256,4.55,1136.3022327423096,0.0,0.0
home_service_technician_001,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,9.0,high,0.34992710611188255,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.6,1255.7614871433802,0.0,0.0
home_service_technician_002,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.45175395145262565,8.0,high,0.45175395145262565,9.0,high,0.0,8.0,1186.8624005998884,0.0,0.0
home_service_technician_003,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,9.0,high,0.45175395145262565,9.0,high,0.0,7.0,high,0.4517539514526256,9.0,high,0.34992710611188255,9.0,high,0.0,8.55,1359.778642654419,0.0,0.0
home_service_technician_004,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.15,1215.9243311200823,0.0,0.0
home_service_technician_005,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.3499271061118826,9.0,high,0.0,7.65,1291.745492390224,0.0,0.0
home_service_technician_006,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,2.0,high,0.6998542122237653,3.0,high,0.0,4.0,high,0.0,4.0,high,0.0,6.0,low,1.979486637221574,3.25,1282.1718965257917,0.0,0.0
home_service_technician_007,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,8.0,high,0.3499271061118826,9.0,high,0.34992710611188255,9.0,high,0.0,8.25,1251.075097492763,0.0,0.0
home_service_technician_008,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,medium,0.989743318610787,4.0,high,0.3499271061118826,4.0,high,0.4517539514526256,6.0,high,0.3499271061118826,6.0,high,0.0,4.2,1251.3410704476494,0.0,0.0
home_service_technician_009,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.4948716593053935,3.0,high,1.049781318335648,4.0,high,0.0,5.0,medium,0.9258200997725514,8.0,medium,0.989743318610787,4.1,1210.6758185795375,0.0,0.0
home_service_technician_010,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,6.0,high,0.5345224838248488,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.3,1282.1100439344134,0.0,0.0
home_service_technician_011,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,9.0,high,0.0,9.0,high,0.45175395145262565,8.0,high,0.4517539514526256,9.0,high,0.45175395145262565,9.0,high,0.0,8.6,1374.4745935712542,0.0,0.0
home_service_technician_012,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1239.706380026681,0.0,0.0
home_service_technician_013,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,6.0,high,1.049781318335648,4.0,high,0.9258200997725514,6.0,high,1.049781318335648,6.0,high,0.7284313590846836,6.0,high,0.4948716593053935,8.0,high,0.6998542122237652,5.4,1292.8331238882881,0.0,0.0
home_service_technician_014,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,2.0,high,0.7284313590846836,6.0,medium,0.880630571852711,8.0,high,0.0,6.0,high,0.3499271061118826,8.0,high,1.3997084244475304,4.1,1366.849660873413,0.0,0.0
home_service_technician_015,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,9.0,high,0.4517539514526256,9.0,high,0.0,8.0,high,0.4517539514526256,9.0,high,0.34992710611188255,9.0,high,0.0,8.6,1432.668515614101,0.0,0.0
home_service_technician_016,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,8.0,high,0.0,7.0,high,0.4948716593053935,8.0,high,0.0,9.0,high,0.0,8.0,1262.4910218375069,0.0,0.0
home_service_technician_017,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,2.0,high,0.0,4.0,high,0.3499271061118826,4.0,high,0.0,6.0,high,0.0,8.0,high,0.9035079029052513,3.6,1137.7364226749964,0.0,0.0
home_service_technician_018,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.0,4.0,high,0.0,4.0,high,0.45175395145262565,6.0,high,0.4948716593053935,6.0,high,0.0,4.2,1179.049015045166,0.0,0.0
home_service_technician_019,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.0,high,0.4948716593053935,9.0,high,0.45175395145262565,9.0,high,0.0,8.2,1303.2068865639824,0.0,0.0
home_service_technician_020,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,3.0,high,0.49487165930539345,4.0,high,0.3499271061118826,4.0,high,0.4517539514526256,6.0,high,0.0,7.0,medium,0.9258200997725514,3.9,1182.7117715563093,0.0,0.0
home_service_technician_021,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1224.88420350211,0.0,0.0
home_service_technician_022,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1202.6835509708949,0.0,0.0
home_service_technician_023,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.6,1236.8796212332588,0.0,0.0
home_service_technician_024,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,9.0,high,0.3499271061118825,9.0,high,0.0,8.0,high,0.4948716593053935,9.0,high,0.0,9.0,high,0.0,8.6,1295.47153200422,0.0,0.0
home_service_technician_025,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.34992710611188255,8.0,high,0.4948716593053935,7.0,high,0.3499271061118826,8.0,high,0.4948716593053935,9.0,high,0.0,8.0,1211.3751683916364,0.0,0.0
home_service_technician_026,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.45175395145262565,8.0,high,0.0,7.0,high,0.6388765649999398,8.0,high,0.4517539514526256,9.0,high,0.0,7.65,1174.595696585519,0.0,0.0
home_service_technician_027,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,3.0,high,0.0,2.0,high,0.0,4.0,high,0.0,5.0,high,0.3499271061118826,6.0,high,0.6998542122237652,3.5,1268.1923934391566,0.0,0.0
home_service_technician_028,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.0,high,0.3499271061118826,9.0,high,0.34992710611188255,9.0,high,0.0,8.2,1194.939647402082,0.0,0.0
home_service_technician_029,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.0,5.0,high,0.0,6.0,high,0.0,8.0,high,0.0,4.0,1227.51556124006,0.0,0.0
home_service_technician_030,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,9.0,high,0.0,8.0,high,0.4948716593053935,7.0,high,0.4948716593053935,8.0,high,0.4948716593053935,9.0,high,0.0,8.35,1343.3970383235387,0.0,0.0
home_service_technician_031,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,3.0,high,0.3499271061118826,6.0,high,0.0,4.0,high,0.0,6.0,high,0.0,8.0,high,0.0,4.25,1233.1368241991315,0.0,0.0
home_service_technician_032,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,9.0,high,0.34992710611188255,9.0,high,0.0,8.0,high,0.3499271061118826,9.0,high,0.34992710611188255,9.0,high,0.0,8.6,1251.0627337864466,0.0,0.0
home_service_technician_033,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.2,1261.7838382720947,0.0,0.0
home_service_technician_034,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.0,high,0.0,9.0,high,0.3499271061118826,9.0,high,0.0,8.2,1270.4650333949498,0.0,0.0
home_service_technician_035,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,9.0,high,0.45175395145262565,9.0,high,0.34992710611188255,8.0,high,0.4517539514526256,9.0,high,0.45175395145262565,9.0,high,0.0,8.6,1248.7256526947021,0.0,0.0
home_service_technician_036,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.0,4.0,high,0.0,5.0,high,0.0,6.0,high,0.0,8.0,high,0.0,4.35,1174.3881361825127,0.0,0.0
home_service_technician_037,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.6,1242.6634516034808,0.0,0.0
home_service_technician_038,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.7284313590846836,3.0,high,0.3499271061118826,5.0,high,0.0,6.0,high,0.0,4.0,high,0.8329931278350429,4.0,1303.887299128941,0.0,0.0
home_service_technician_039,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.34992710611188255,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1253.552232469831,0.0,0.0
home_service_technician_040,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.4948716593053935,9.0,high,0.4948716593053935,7.0,high,0.3499271061118826,8.0,high,0.34992710611188255,9.0,high,0.0,8.15,1277.6259013584681,0.0,0.0
home_service_technician_041,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.6,1254.5959268297468,0.0,0.0
home_service_technician_042,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,3.0,high,0.0,5.0,high,0.4517539514526256,4.0,high,0.9035079029052513,6.0,high,0.4517539514526256,7.0,high,0.6388765649999399,4.05,1361.4278861454554,0.0,0.0
home_service_technician_043,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.0,high,0.0,9.0,high,0.0,9.0,high,0.0,8.6,1304.9605573926654,0.0,0.0
home_service_technician_044,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.3499271061118826,4.0,high,0.45175395145262565,4.0,high,0.6388765649999398,6.0,high,0.0,8.0,high,0.0,4.3,1197.838715144566,0.0,0.0
home_service_technician_045,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1238.3969511304583,0.0,0.0
home_service_technician_046,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,2.0,high,0.45175395145262565,3.0,high,0.49487165930539345,4.0,high,0.3499271061118826,5.0,high,0.5345224838248488,6.0,high,0.6998542122237652,3.3,1268.242427280971,0.0,0.0
home_service_technician_047,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.4517539514526256,8.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.0,9.0,high,0.0,7.65,1268.1021009172712,0.0,0.0
home_service_technician_048,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,3.0,high,0.0,4.0,high,0.0,5.0,high,0.4948716593053935,6.0,high,0.45175395145262565,6.0,medium,1.1605769149479943,3.9,1152.8897966657366,0.0,0.0
home_service_technician_049,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,8.0,high,0.3499271061118825,9.0,high,0.0,7.0,high,0.3499271061118826,8.0,high,0.3499271061118825,9.0,high,0.0,8.15,1366.2590639931816,0.0,0.0
home_service_technician_050,Home Service Technician,meta-llama/Llama-3.1-8B-Instruct:novita,7,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,7.0,high,0.0,8.0,high,0.0,9.0,high,0.0,7.65,1176.8313816615514,0.0,0.0
general_manager_(franchise)_001,General Manager (Franchise),meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,4.0,high,0.6998542122237653,3.0,high,0.34992710611188266,4.0,high,0.6998542122237653,6.0,high,0.3499271061118826,8.0,high,0.0,4.15,1243.253401347569,0.0,0.0
general_manager_(franchise)_002,General Manager (Franchise),meta-llama/Llama-3.1-8B-Instruct:novita,7,6.0,high,0.0,5.0,high,0.0,6.0,high,0.0,5.0,high,0.0,6.0,high,0.45175395145262565,8.0,high,0.0,5.7,1264.4531045641218,0.0,0.0
general_manager_(franchise)_003,General Manager (Franchise),meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,6.0,high,0.0,4.0,high,0.4517539514526256,6.0,high,0.0,7.0,high,1.0497813183356477,8.0,high,0.0,5.15,1207.9087325504847,0.0,0.0
general_manager_(franchise)_004,General Manager (Franchise),meta-llama/Llama-3.1-8B-Instruct:novita,7,4.0,high,0.0,6.0,high,0.4948716593053935,4.0,high,0.4948716593053935,6.0,medium,0.989743318610787,7.0,high,0.4948716593053935,8.0,high,0.0,5.15,1169.1552911485944,0.0,0.0
